,Club,Last Name,First Name,Pos,Base Salary,Guaranteed Compensation,Year
2299,TOR,Hall,Jeremy,M,"$     100,000.00","$           149,000.00",2012
2300,HOU,Hall,Tally,GK,"$     120,000.00","$           129,375.00",2012
2301,DC,Hamid,Bill,GK,"$       70,000.00","$             84,750.00",2012
2302,TOR,Harden,Ty,D,"$       90,000.00","$             98,666.67",2012
2303,KC,Harrington,Michael,M-D,"$     125,000.00","$           151,833.33",2012
2304,VAN,Harris,Atiba,M-F,"$     150,000.00","$           158,275.00",2012
2305,PHI,Harrison,Chase,GK,"$       44,000.04","$             44,000.04",2012
2306,DAL,Hartman,Kevin,GK,"$     165,000.00","$           185,000.00",2012
2307,VAN,Harvey,Jordan,D,"$     100,000.00","$           100,000.00",2012
2308,TOR,Hassli,Eric,F,"$     550,000.00","$           790,000.00",2012
2309,DAL,Hedges,Matt,D,"$       44,000.00","$             59,000.00",2012
2310,KC,Hedrick,Cyprian,M,"$       33,756.00","$             33,756.00",2012
2311,CLB,Heinemann,Tommy,F,"$       47,250.00","$             47,250.00",2012
2312,TOR,Henry,Doneil,D,"$       44,100.00","$             45,100.00",2012
2313,NY,Henry,Thierry,F,"$  5,000,000.00","$        5,600,000.00",2012
2314,PHI,Hernandez,Cristhian,M,"$       52,500.00","$             54,375.00",2012
2315,DAL,Hernandez,Daniel,M-D,"$       75,000.00","$             75,000.00",2012
2316,SJ,Hernandez,Jason,D,"$     175,000.00","$           175,000.00",2012
2317,DAL,Hernandez,Moises,D,"$       33,756.00","$             35,381.00",2012
2318,NY,Hertzog,Corey,F,"$       75,000.00","$           103,500.00",2012
2319,CLB,Hesmer,William,GK,"$     170,000.00","$           181,000.00",2012
2320,CLB,Higuain,Federico,M-F,"$     160,000.00","$           324,000.00",2012
2321,COL,Hill,Kamani,M,"$       44,004.00","$             44,004.00",2012
2322,PHI,Hoffman,Chandler,F,"$       65,000.00","$             91,000.00",2012
2323,POR,Hogg,Ian,D,"$       44,000.04","$             44,000.04",2012
2324,NY,Holgersson,Markus,D,"$     190,000.00","$           190,000.00",2012
2325,PHI,Hoppenot,Antoine,F,"$       44,000.00","$             44,000.00",2012
2326,POR,Horst,David,D,"$       65,000.00","$             65,000.00",2012
2327,CLB,Horton,Aaron,F,"$       55,000.00","$             70,500.00",2012
2328,SEA,Hurtado,John Kennedy,D,"$     160,000.00","$           161,000.00",2012
2329,SJ,Hustedt,Jacob,M,"$       33,756.00","$             33,756.00",2012
2330,SEA,Ianni,Patrick,D,"$       89,303.00","$             89,303.00",2012
2331,MTL,Iapichino,Dennis,D,"$     102,000.00","$           102,000.00",2012
2332,DAL,Ihemelu,Ugo,D,"$     190,000.00","$           190,000.00",2012
2333,NE,Imbongo,Dmitry,F,"$       69,999.96","$             79,874.96",2012
2334,CHV,Iraheta,Marvin,M,"$       33,750.00","$             33,750.00",2012
2335,DAL,Jacobson,Andrew,M,"$       87,500.00","$           100,000.00",2012
2336,DC,Jakovic,Dejan,D,"$     208,000.00","$           228,043.00",2012
2337,MTL,James,Evan,M,"$       33,750.00","$             33,750.00",2012
2338,CLB,James,Julius,D,"$     100,000.00","$           100,000.00",2012
2339,DAL,Jara,Matias,F,"$       60,000.00","$             60,000.00",2012
2340,CHV,Jazic,Ante,D,"$     117,500.00","$           117,500.00",2012
2341,POR,Jean-Baptiste,Andrew,D,"$       60,000.00","$             75,000.00",2012
2342,POR,Jewsbury,Jack,D,"$     180,000.00","$           189,750.00",2012
2343,LA,Jimenez,Hector,M,"$       44,000.00","$             44,000.00",2012
2344,SEA,Johansson,Adam,D,"$     175,000.00","$           182,833.33",2012
2345,DAL,John,George,D,"$       47,250.00","$             47,250.00",2012
2346,SEA,Johnson,Eddie,F,"$     100,000.00","$           106,333.33",2012
2347,TOR,Johnson,Ryan,M,"$     137,813.00","$           137,813.00",2012
2348,CHI,Johnson,Sean,GK,"$       90,000.00","$           123,000.00",2012
2349,RSL,Johnson,Will,F,"$     243,750.00","$           243,750.00",2012
2350,LA,Jordan,Bryan,F,"$       55,000.00","$             55,000.00",2012
2351,PHI,Jordan,Greg,M,"$       44,000.00","$             44,000.00",2012
2352,KC,Joseph,Peterson,M,"$       44,100.00","$             44,100.00",2012
2353,CHV,Joseph,Shalrie,M,"$     495,000.00","$           554,333.33",2012
2354,COL,Joyce,Ian,GK,"$       44,004.00","$             44,004.00",2012
2355,CHI,Jumper,Hunter,D,"$       33,750.00","$             33,750.00",2012
2356,LA,Juninho,,M,"$       50,000.00","$             65,625.00",2012
2357,KC,Kamara,Kei,F,"$     210,000.00","$           212,500.00",2012
2358,HOU,Kandji,Macoumba,F,"$     135,000.00","$           162,988.37",2012
2359,POR,Kawulok,Ryan,M,"$       33,750.00","$             33,750.00",2012
2360,LA,Keane,Robbie,F,"$  2,917,241.00","$        3,417,242.75",2012
2361,LA,Keat,Daniel,M,"$       46,200.00","$             68,700.00",2012
2362,NY,Keel,Stephen,D,"$       65,000.00","$             65,000.00",2012
2363,KC,Kempin,Jonathan,GK,"$       46,500.00","$             53,583.33",2012
2364,CHV,Kennedy,Dan,GK,"$     175,000.00","$           175,000.00",2012
2365,POR,Kimura,Kosuke,D,"$       71,466.00","$             71,466.00",2012
2366,DC,King,Stephen,M,"$       65,000.00","$             67,500.00",2012
2367,CHI,Kinney,Steven,D,"$       44,100.00","$             44,100.00",2012
2368,DC,Kitchen,Perry,D,"$       85,500.00","$           170,950.00",2012
2369,VAN,Klazura,Greg,D,"$       33,750.00","$             33,750.00",2012
2370,COL,Klute,Chris,D,"$       33,750.00","$             33,750.00",2012
2371,VAN,Knighton,Brad,GK,"$       55,000.00","$             55,000.00",2012
2372,TOR,Kocic,Milos,GK,"$       44,100.00","$             44,100.00",2012
2373,TOR,Koevermans,Danny,F,"$  1,150,000.00","$        1,563,323.33",2012
2374,VAN,Koffie,Gershon,M,"$       90,000.00","$             92,500.00",2012
2375,PHI,Konopka,Chris,GK,"$       44,000.00","$             44,000.00",2012
2376,DC,Korb,Chris,D,"$       44,100.00","$             44,100.00",2012
2377,KC,Kronberg,Eric,GK,"$       69,850.00","$             69,850.00",2012
2378,CHV,LaBrocca,Nick,M,"$       95,288.00","$             97,788.00",2012
2379,NY,Lade,Connor,D,"$       33,750.00","$             33,750.00",2012
2380,PHI,Lahoud,Michael,M,"$       75,196.00","$             84,571.00",2012
2381,TOR,Lambe,Reggie,M,"$       60,000.00","$             62,500.00",2012
2382,CLB,Lampson,Matt,GK,"$       44,000.00","$             44,000.00",2012
2383,COL,Larentowicz,Jeff,D,"$     200,000.00","$           206,000.00",2012
2384,NY,Le Toux,Sebastian,M,"$     145,000.00","$           169,000.00",2012
2385,NE,Lechner,Florian,D,"$       44,004.00","$             48,104.00",2012
2386,DAL,Lee,Alex,D,"$       33,756.00","$             33,756.00",2012
2387,SJ,Lenhart,Steven,F,"$     180,000.00","$           187,500.00",2012
2388,DAL,Leyva,Bryan,M,"$       60,000.00","$             75,833.33",2012
2389,NY,Lindpere,Joel,M,"$     170,000.00","$           195,000.00",2012
2390,TOR,Lindsay,Nicholas,F,"$       44,100.00","$             45,100.00",2012
2391,LA,Lopes,David Junior,D,"$       47,250.00","$             47,250.00",2012
2392,PHI,Lopez,Porfirio,D,"$     120,000.00","$           125,087.50",2012
2393,DAL,Loyd,Zach,M,"$       73,975.00","$           118,600.00",2012
2394,DAL,Luna,Ruben,F,"$       60,000.00","$             84,791.67",2012
2395,CHI,MacDonald,Sherjill,F,"$     360,000.00","$           487,125.00",2012
2396,PHI,MacMath,Zac,GK,"$       90,000.00","$           135,000.00",2012
2397,LA,Magee,Mike,F,"$     124,135.00","$           126,635.00",2012
2398,TOR,Makubuya,Keith,F,"$       44,000.00","$             44,000.00",2012
2399,MTL,Mallace,Calum,M,"$       44,000.00","$             59,000.00",2012
2400,RSL,Mansally,Kenny,F,"$       33,750.00","$             35,750.00",2012
2401,MTL,Mapp,Justin,M,"$     210,000.00","$           218,333.33",2012
2402,DAL,Marcelin,James,M,"$       44,000.04","$             44,000.04",2012
2403,KC,Markovic,Neven,D,"$       90,000.00","$             90,000.00",2012
2404,NY,Marquez,Rafael,D,"$  4,600,000.00","$        4,600,000.00",2012
2405,HOU,Marscheider,Erich,GK,"$       33,750.00","$             33,750.00",2012
2406,CLB,Marshall,Chad,D,"$     310,000.00","$           341,250.00",2012
2407,COL,Marshall,Tyrone,D,"$       90,000.00","$             93,250.00",2012
2408,RSL,Martinez,Enzo,M,"$       65,000.00","$             91,000.00",2012
2409,PHI,Martinez,Josue,F,"$       65,000.00","$             71,062.50",2012
2410,SEA,Martinez,Mario,M,"$       48,000.00","$             48,000.00",2012
2411,MTL,Martins,Felipe,M,"$     120,000.00","$           120,000.00",2012
2412,COL,Mastroeni,Pablo,M-D,"$     240,000.00","$           245,000.00",2012
2413,VAN,Mattocks,Darren,F,"$     100,000.00","$           192,000.00",2012
2414,TOR,Maund,Aaron,D,"$       44,000.00","$             59,000.00",2012
2415,LA,McBean,Jack,F,"$       70,000.00","$             91,000.00",2012
2416,NE,McCarthy,Stephen,M,"$       51,700.00","$             82,950.00",2012
2417,NY,McCarty,Dax,M,"$     174,375.00","$           194,375.00",2012
2418,DC,McDonald,Brandon,M,"$     220,000.00","$           258,250.00",2012
2419,PHI,McInerney,Jack,F,"$       76,000.00","$           140,166.67",2012
2420,CHV,McKenzie,Rauwshan,D,"$       44,000.00","$             44,000.00",2012
2421,CHV,McLain,Patrick,GK,"$       33,750.00","$             33,750.00",2012
2422,PHI,McLaughlin,James,M,"$       48,000.00","$             57,000.00",2012
2423,NY,Meara,Ryan,GK,"$       33,750.00","$             33,750.00",2012
2424,CHV,Melia,Tim,GK,"$       44,000.00","$             44,000.00",2012
2425,CLB,Mendes,Carlos,D,"$     103,084.00","$           106,209.00",2012
2426,CLB,Meram,Justin,F,"$       46,200.00","$             70,575.00",2012
2427,SEA,Meredith,Bryan,GK,"$       33,750.00","$             33,750.00",2012
2428,LA,Meyer,Tommy,D,"$       44,000.00","$             57,750.00",2012
2429,VAN,Miller,Kenny,F,"$  1,221,816.00","$        1,239,316.00",2012
2430,KC,Miller,Kyle,M,"$       33,750.00","$             33,750.00",2012
2431,NY,Miller,Roy,M,"$     112,495.50","$           112,495.50",2012
2432,CHV,Minda,Oswaldo,M,"$       50,000.00","$             68,750.00",2012
2433,CLB,Miranda,Sebastian,D,"$     135,000.00","$           140,000.00",2012
2434,CLB,Mirosevic,Milovan,M/F,"$     200,000.00","$           223,333.33",2012
2435,VAN,Mitchell,Carlyle,D,"$       44,100.00","$             44,100.00",2012
2436,HOU,Moffat,Adam,M,"$       59,535.00","$             59,535.00",2012
2437,MTL,Montano,Miguel,F,"$       33,750.00","$             33,750.00",2012
2438,SEA,Montero,Fredy,F,"$     600,000.00","$           756,000.00",2012
2439,COL,Moor,Drew,D,"$     200,004.00","$           212,004.00",2012
2440,RSL,Morales,Javier,M,"$     425,000.00","$           477,500.00",2012
2441,CHV,Moreno,Alejandro,F,"$     185,000.00","$           195,000.00",2012
2442,TOR,Morgan,Ashtone,D,"$       44,000.00","$             56,000.00",2012
2443,SJ,Morrow,Justin,D,"$     102,000.00","$           111,562.50",2012
2444,POR,Mosquera,Hanyer,D,"$       75,000.00","$             97,500.00",2012
2445,COL,Mullan,Brian,M,"$     152,000.00","$           160,335.00",2012
2446,RSL,Muniz,Nico,M,"$       33,750.00","$             35,750.00",2012
2447,NE,Murray,Tim,GK,"$       44,100.00","$             44,100.00",2012
2448,POR,Mwanga,Danny,F,"$     250,000.00","$           356,250.00",2012
2449,KC,Myers,Chance,D-M,"$       86,000.00","$           101,666.67",2012
2450,KC,Nagamura,Paulo,M,"$     250,000.00","$           255,500.00",2012
2451,POR,Nagbe,Darlington,M/F,"$       90,000.00","$           226,000.00",2012
2452,DC,Najar,Andy,M-F,"$     150,000.00","$           180,800.00",2012
2453,LA,Nakazawa,Kyle,M,"$       51,150.00","$             51,150.00",2012
2454,VAN,Nanchoff,Michael,M,"$       66,000.00","$           101,000.00",2012
2455,COL,Nane,Joseph,M,"$       44,100.00","$             44,100.00",2012
2456,MTL,Neagle,Lamar,M,"$       44,000.00","$             44,000.00",2012
2457,DC,Neal,Lewis,M,"$       44,004.00","$             47,004.00",2012
2458,MTL,Nesta,Alessandro,D,"$     180,000.00","$           225,000.00",2012
2459,SJ,Newton,Evan,GK,"$       33,756.00","$             33,756.00",2012
2460,NE,Nguyen,Lee,M/F,"$       44,000.00","$             50,500.00",2012
2461,KC,Nielsen,Jimmy,GK,"$     200,000.00","$           220,000.00",2012
2462,CHI,Nolly,Jay,GK,"$       78,250.00","$             78,250.00",2012
2463,LA,Noonan,Pat,F,"$       70,000.00","$             70,000.00",2012
2464,CHI,Nyarko,Patrick,F,"$     200,000.00","$           219,500.00",2012
2465,NE,Nyassi,Sainey,M,"$       84,000.00","$             90,750.00",2012
2466,MTL,Nyassi,Sanna,M,"$     125,000.00","$           132,625.00",2012
2467,VAN,O'Brien,Andy,D,"$     150,000.00","$           192,250.00",2012
2468,SEA,Ochoa,Sammy,F,"$       55,000.00","$             57,500.00",2012
2469,TFC,O'Dea,Darren,D,"$     330,000.00","$           436,250.00",2012
2470,CHI,Oduro,Dominic,F,"$     106,880.00","$           108,880.00",2012
2471,PHI,Okugo,Amobi,M,"$       90,000.00","$           173,000.00",2012
2472,RSL,Olave,Jamison,D,"$     200,000.00","$           250,000.00",2012
2473,KC,Olum,Lawrence,M/D,"$       44,100.00","$             44,100.00",2012
2474,COL,O'Neill,Shane,M,"$       44,004.00","$             55,504.00",2012
2475,SJ,Opara,Ike,D,"$     100,000.00","$           185,900.00",2012
2476,CLB,O'Rourke,Danny,D,"$     133,100.00","$           145,600.00",2012
2477,MTL,Ouimette,Karl,D,"$       33,750.00","$             33,750.00",2012
2478,HOU,Ownby,Brian,M,"$       44,000.00","$             44,000.00",2012
2479,DC,Pajoy,Lionard,F,"$     180,000.00","$           195,000.00",2012
2480,CHI,Paladini,Daniel,M,"$       82,500.00","$             86,978.25",2012
2481,COL,Palguta,Scott,D,"$       63,670.00","$             63,670.00",2012
2482,POR,Palmer,Lovel,M,"$       85,000.00","$             96,250.00",2012
2483,NY,Palsson,Victor,M,"$       80,000.00","$             95,000.00",2012
2484,CHI,Pardo,Pavel,M,"$     250,000.00","$           250,000.00",2012
2485,SEA,Parke,Jeff,D,"$     185,325.00","$           185,325.00",2012
2486,CHI,Pause,Logan,M,"$     170,000.00","$           187,833.33",2012
2487,NY,Pearce,Heath,D,"$     292,499.00","$           301,999.00",2012
2488,DAL,Perez,Blas,F,"$     285,000.00","$           309,250.00",2012
2489,LA,Perk,Brian,GK,"$       76,000.00","$           110,100.00",2012
2490,MTL,Perkins,Troy,GK,"$     190,000.00","$           201,833.33",2012
2491,DAL,Pertuz,Hernan,D,"$       84,000.00","$             84,000.00",2012
2492,KC,Peterson,Jacob,F,"$       81,000.00","$             85,833.33",2012
2493,PHI,Pfeffer,Zach,M,"$       60,000.00","$             70,000.00",2012
2494,COL,Pickens,Matt,GK,"$     178,538.00","$           181,038.00",2012
2495,CHI,Pineda,Victor,M,"$       44,100.00","$             50,842.42",2012
2496,SJ,Pizarro,Cesar,F,"$       33,756.00","$             33,756.00",2012
2497,TOR,Plata,Joao,F,"$       50,000.00","$             50,000.00",2012
2498,NE,Polak,Tyler,D,"$       60,000.00","$             73,000.00",2012
2499,DC,Pontius,Chris,M-F,"$     155,000.00","$           166,250.00",2012
2500,CHI,Puppo,Federico,F,"$     100,000.00","$           100,000.00",2012
2501,NE,Purdie,Alec,F,"$       33,756.00","$             33,756.00",2012
2502,POR,Purdy,Steve,D,"$       44,000.00","$             44,000.00",2012
2503,NE,Reis,Matt,GK,"$     157,000.00","$           159,666.67",2012
2504,POR,Renken,Charles,M,"$       33,750.00","$             33,750.00",2012
2505,CLB,Renteria,Emilio,F,"$     132,000.00","$           133,875.00",2012
2506,RSL,Reynish,Kyle,GK,"$       66,000.00","$             74,304.00",2012
2507,LA,Ribeiro Da Silva,Leonardo,D,"$       90,000.00","$           131,250.00",2012
2508,POR,Richards,Brent,F,"$       62,500.00","$             70,867.29",2012
2509,VAN,Richards,Dane,M-F,"$     170,000.00","$           181,500.00",2012
2510,POR,Ricketts,Donovan,GK,"$     250,000.00","$           275,000.00",2012
2511,CHV,Riley,James,D,"$     120,000.00","$           125,750.00",2012
2512,RSL,Rimando,Nick,GK,"$     170,000.00","$           178,250.00",2012
2513,POR,Rincon,Sebastian,F,"$       33,750.00","$             33,750.00",2012
2514,SJ,Ring,Brad,M,"$       44,100.00","$             44,100.00",2012
2515,MTL,Rivas,Nelson,D,"$       50,000.00","$             50,000.00",2012
2516,COL,Rivero,Martin,M,"$       50,004.00","$             50,004.00",2012
2517,NE,Roach,Michael,F,"$       33,756.00","$             33,756.00",2012
2518,CHI,Robayo,Rafael,M,"$     100,000.00","$           132,500.00",2012
2519,TOR,Roberts,Quillan,GK,"$       33,750.00","$             33,750.00",2012
2520,NY,Robles,Luis,GK,"$       44,000.04","$             46,500.04",2012
2521,VAN,Robson,Barry,M,"$     439,999.92","$           596,499.92",2012
2522,VAN,Rochat,Alain,D,"$     170,000.00","$           170,000.00",2012
2523,DAL,Rodriguez,Carlos,D,"$       55,008.00","$             64,383.00",2012
2524,CHI,Rolfe,Chris,F,"$     174,996.00","$           198,329.33",2012
2525,HOU,Rolfe,Colin,F,"$       44,000.00","$             59,000.00",2012
2526,CHV,Romero,Cesar,F,"$       33,750.00","$             33,750.00",2012
2527,SEA,Rosales,Mauro,M,"$     200,000.00","$           225,000.00",2012
2528,SEA,Rose,Andy,M,"$       33,756.00","$             33,756.00",2012
2529,KC,Rosell,Oriol,M,"$       90,000.00","$             98,750.00",2012
2530,LA,Rowe,Brian,GK,"$       33,750.00","$             33,750.00",2012
2531,NE,Rowe,Kelyn,M,"$       75,000.00","$           156,000.00",2012
2532,DC,Rozeboom,Lance,M,"$       33,756.00","$             33,756.00",2012
2533,DC,Russell,Robbie,D-M,"$     107,000.00","$           109,919.31",2012
2534,NY,Ruthven,Tyler,D,"$       33,750.00","$             33,750.00",2012
2535,KC,Saad,Soony,F,"$       44,000.00","$             44,000.00",2012
2536,RSL,Saborio,Alvaro,F,"$     350,000.00","$           405,625.00",2012
